Accession;Org_location;Geo_Location;Country;USA;Host;Host family;Tissue_Specimen_Source;Collection_Date;Total Monthly Precipitation;Monthly Maximum Temperature;Monthly Minimum Temperature
GU386878;Italy;USA: Illinois, Cook County;USA;IL;Culex pipiens;Culicidae;;29-08-2007;9.42;24.2;15
GU386879;Italy;USA: Illinois, Cook County;USA;IL;Culex pipiens;Culicidae;;29-08-2007;9.42;24.2;15
GU386880;Italy;USA: Illinois, Cook County;USA;IL;;Culicidae;;05-09-2007;1.46;13.6;4.9
GU386881;Italy;USA: Illinois, Cook County;USA;IL;Culex pipiens;Culicidae;;05-09-2007;1.46;13.6;4.9
GU386882;Italy;USA: Illinois, Cook County;USA;IL;Culex pipiens;Culicidae;;05-09-2007;1.46;13.6;4.9
GU386883;Italy;USA: Illinois, Cook County;USA;IL;;Culicidae;;11-09-2007;1.46;13.6;4.9
OQ721841;USA;USA: San Diego, California;USA;CA;Accipitridae;Bird;tissue;25-10-2007;0.23;25.1;10.9
OQ721402;USA;USA: Sacramento, California;USA;CA;Corvus brachyrhynchos;Bird;tissue;05-03-2008;0.11;19.7;5.9
MH507854;USA;USA: Bakersfield,California;USA;CA;Zenaida macroura;Bird;tissue;13-03-2008;0;21.2;7.7
OQ721627;USA;USA: San Diego, California;USA;CA;Corvus brachyrhynchos;Bird;tissue;16-04-2008;0.02;22.1;7.7
OQ721127;USA;USA: San Diego, California;USA;CA;Aphelocoma;Bird;tissue;08-05-2008;0.47;22.3;10
MH507627;USA;USA: San_Diego,California;USA;CA;Corvus brachyrhynchos;Bird;tissue;14-05-2008;0.47;22.3;10
OQ721531;USA;USA: San Diego, California;USA;CA;Aphelocoma;Bird;tissue;14-05-2008;0.47;22.3;10
MH507949;USA;USA: San_Diego,California;USA;CA;Corvus brachyrhynchos;Bird;tissue;22-05-2008;0.47;22.3;10
OQ721180;USA;USA: San Diego, California;USA;CA;Corvus brachyrhynchos;Bird;tissue;02-06-2008;0.01;28.9;13.7
MH507628;USA;USA: San_Diego,California;USA;CA;Corvus brachyrhynchos;Bird;tissue;11-06-2008;0.01;28.9;13.7
OQ721690;USA;USA: Sacramento, California;USA;CA;Corvus corax;Bird;tissue;17-06-2008;0;32.1;13.7
OQ721224;USA;USA: San Diego, California;USA;CA;Corvus brachyrhynchos;Bird;tissue;18-06-2008;0.01;28.9;13.7
OQ721457;USA;USA: San Diego, California;USA;CA;Corvus brachyrhynchos;Bird;tissue;18-06-2008;0.01;28.9;13.7
OQ721492;USA;USA: San Diego, California;USA;CA;Corvus brachyrhynchos;Bird;tissue;18-06-2008;0.01;28.9;13.7
MH507632;USA;USA: San_Diego,California;USA;CA;Accipiter cooperii;Bird;tissue;25-06-2008;0.01;28.9;13.7
MH507853;USA;USA: Bakersfield,California;USA;CA;Calypte costae;Bird;tissue;27-06-2008;0;34.3;18.7
OQ721173;USA;USA: Sacramento, California;USA;CA;Aphelocoma californica;Bird;tissue;06-07-2008;0;33.8;15.4
MH507855;USA;USA: Bakersfield,California;USA;CA;Turdus migratorius;Bird;tissue;23-07-2008;0;36.2;22.5
OQ721660;USA;USA: Sacramento, California;USA;CA;Culex tarsalis;Culicidae;pooled insects;24-07-2008;0;33.8;15.4
OQ721618;USA;USA: Sacramento, California;USA;CA;Culex pipiens;Culicidae;pooled insects;25-07-2008;0;33.8;15.4
OQ721761;USA;USA: San Diego, California;USA;CA;Corvus brachyrhynchos;Bird;tissue;28-07-2008;0.06;30.1;16.1
OQ721447;USA;USA: San Diego, California;USA;CA;Corvus brachyrhynchos;Bird;tissue;06-08-2008;0.16;30.5;16.9
OQ721721;USA;USA: San Diego, California;USA;CA;Corvus brachyrhynchos;Bird;tissue;11-08-2008;0.16;30.5;16.9
MH507710;USA;USA: San_Andreas,California;USA;CA;Baeolophus inornatus;Bird;tissue;12-08-2008;0.16;30.5;16.9
OQ721800;USA;USA: Sacramento, California;USA;CA;Culex tarsalis;Culicidae;pooled insects;12-08-2008;0;34.3;15.6
OQ721372;USA;USA: Sacramento, California;USA;CA;Culex pipiens;Culicidae;pooled insects;13-08-2008;0;34.3;15.6
KX547404;USA;USA: Albany Co., NY;USA;NY;Corvus brachyrhynchos;Bird;;18-08-2008;3;25.4;14
OQ721201;USA;USA: Sacramento, California;USA;CA;Culex tarsalis;Culicidae;pooled insects;19-08-2008;0;34.3;15.6
OQ721570;USA;USA: San Diego, California;USA;CA;Corvus brachyrhynchos;Bird;tissue;25-08-2008;0.16;30.5;16.9
KX547187;USA;USA: Albany Co., NY;USA;NY;Corvus brachyrhynchos;Bird;;28-08-2008;3;25.4;14
MH507950;USA;USA: San_Diego,California;USA;CA;Corvus brachyrhynchos;Bird;tissue;05-09-2008;0.01;29.8;15.3
OQ721624;USA;USA: San Diego, California;USA;CA;Corvus brachyrhynchos;Bird;tissue;10-09-2008;0.01;29.8;15.3
OQ721371;USA;USA: San Diego, California;USA;CA;Corvus brachyrhynchos;Bird;tissue;12-09-2008;0.01;29.8;15.3
MH507631;USA;USA: San_Diego,California;USA;CA;Corvus brachyrhynchos;Bird;tissue;15-09-2008;0.01;29.8;15.3
OQ721174;USA;USA: San Diego, California;USA;CA;Corvus brachyrhynchos;Bird;tissue;19-09-2008;0.01;29.8;15.3
OQ721838;USA;USA: San Diego, California;USA;CA;Corvus brachyrhynchos;Bird;tissue;23-09-2008;0.01;29.8;15.3
MH507856;USA;USA: Bakersfield,California;USA;CA;Passer domesticus;Bird;tissue;24-09-2008;0;33.7;18.3
OQ721161;USA;USA: San Diego, California;USA;CA;Corvus brachyrhynchos;Bird;tissue;24-09-2008;0.01;29.8;15.3
OQ721547;USA;USA: San Diego, California;USA;CA;Corvus brachyrhynchos;Bird;tissue;24-09-2008;0.01;29.8;15.3
MH507951;USA;USA: San_Diego,California;USA;CA;Corvus brachyrhynchos;Bird;tissue;26-09-2008;0.01;29.8;15.3
OQ721184;USA;USA: San Diego, California;USA;CA;Corvus brachyrhynchos;Bird;tissue;05-11-2008;1.75;22.9;9.4
OQ721607;USA;USA: San Diego, California;USA;CA;Corvus brachyrhynchos;Bird;tissue;10-11-2008;1.75;22.9;9.4
OQ721248;USA;USA: San Diego, California;USA;CA;Accipiter cooperii;Bird;tissue;17-11-2008;1.75;22.9;9.4
MH507638;USA;USA: San_Diego,California;USA;CA;Corvus brachyrhynchos;Bird;tissue;01-12-2008;4.32;16.2;5.1
MH507953;USA;USA: San_Diego,California;USA;CA;Corvus brachyrhynchos;Bird;tissue;01-12-2008;4.32;16.2;5.1
OQ721398;USA;USA: San Diego, California;USA;CA;Corvus brachyrhynchos;Bird;tissue;16-01-2009;0.18;19.9;6.8
OQ721629;USA;USA: San Diego, California;USA;CA;Corvus brachyrhynchos;Bird;tissue;05-02-2009;3.51;16.9;5
OQ721240;USA;USA: San Diego, California;USA;CA;Corvus brachyrhynchos;Bird;tissue;23-03-2009;0.16;19.5;5.7
MH507858;USA;USA: Bakersfield,California;USA;CA;Aphelocoma californica;Bird;tissue;08-06-2009;0.06;31.7;18.3
MH507857;USA;USA: Bakersfield,California;USA;CA;Haemorhous mexicanus;Bird;tissue;14-06-2009;0.06;31.7;18.3
MH507860;USA;USA: Bakersfield,California;USA;CA;Aphelocoma californica;Bird;tissue;15-06-2009;0.06;31.7;18.3
MH507859;USA;USA: Bakersfield,California;USA;CA;Passeridae;Bird;tissue;16-06-2009;0.06;31.7;18.3
MH507715;USA;USA: Bakersfield,California;USA;CA;Haemorhous mexicanus;Bird;tissue;18-06-2009;0.06;31.7;18.3
OQ721677;USA;USA: San Diego, California;USA;CA;Corvus brachyrhynchos;Bird;tissue;23-06-2009;0.05;24.7;13.1
MH507861;USA;USA: Bakersfield,California;USA;CA;Passer domesticus;Bird;tissue;24-06-2009;0.06;31.7;18.3
MH507947;USA;USA: Bakersfield,California;USA;CA;Culex tarsalis;Culicidae;pooled insects;30-06-2009;0.06;31.7;18.3
MH507988;USA;USA: Bakersfield,California;USA;CA;Culex tarsalis;Culicidae;pooled insects;01-07-2009;0;37.9;22.6
OQ721172;USA;USA: Sacramento, California;USA;CA;Culex tarsalis;Culicidae;pooled insects;09-07-2009;0;34.1;14.8
MH507863;USA;USA: Bakersfield,California;USA;CA;Passer domesticus;Bird;tissue;13-07-2009;0;37.9;22.6
MH507989;USA;USA: Bakersfield,California;USA;CA;Culex tarsalis;Culicidae;pooled insects;14-07-2009;0;37.9;22.6
MH507990;USA;USA: Bakersfield,California;USA;CA;Culex quinquefasciatus;Culicidae;pooled insects;14-07-2009;0;37.9;22.6
OQ721190;USA;USA: Sacramento, California;USA;CA;Culex tarsalis;Culicidae;pooled insects;14-07-2009;0;34.1;14.8
MH507991;USA;USA: Bakersfield,California;USA;CA;Culex quinquefasciatus;Culicidae;pooled insects;15-07-2009;0;37.9;22.6
MH507992;USA;USA: Arvin,California;USA;CA;Culex tarsalis;Culicidae;pooled insects;15-07-2009;;;
MH507993;USA;USA: Bakersfield,California;USA;CA;Culex quinquefasciatus;Culicidae;pooled insects;22-07-2009;0;37.9;22.6
MH507864;USA;USA: Bakersfield,California;USA;CA;Turdus migratorius;Bird;tissue;23-07-2009;0;37.9;22.6
MH507994;USA;USA: Bakersfield,California;USA;CA;Culex quinquefasciatus;Culicidae;pooled insects;28-07-2009;0;37.9;22.6
OQ721298;USA;USA: Sacramento, California;USA;CA;;;tissue;29-07-2009;0;34.1;14.8
MH507996;USA;USA: Arvin,California;USA;CA;Culex quinquefasciatus;Culicidae;pooled insects;30-07-2009;;;
KY782114;USA;USA: Illinois, West Chicago suburbs;USA;IL;;Culicidae;;12-08-2009;4.51;29.3;19.8
OQ721829;USA;USA: Sacramento, California;USA;CA;Culex tarsalis;Culicidae;pooled insects;13-08-2009;0;33.4;14.9
OQ721376;USA;USA: Sacramento, California;USA;CA;Aphelocoma californica;Bird;tissue;18-08-2009;0;33.4;14.9
OQ721451;USA;USA: Sacramento, California;USA;CA;Culex tarsalis;Culicidae;pooled insects;20-08-2009;0;33.4;14.9
OQ721533;USA;USA: Sacramento, California;USA;CA;Culex tarsalis;Culicidae;pooled insects;20-08-2009;0;33.4;14.9
KX547585;USA;USA: Albany Co., NY;USA;NY;Corvus brachyrhynchos;Bird;;02-09-2009;1.84;21.1;9.5
OQ721116;USA;USA: Sacramento, California;USA;CA;Turdus migratorius;Bird;tissue;04-09-2009;0.19;32.9;14.6
OQ721266;USA;USA: Sacramento, California;USA;CA;Culex tarsalis;Culicidae;pooled insects;09-09-2009;0.19;32.9;14.6
MH507957;USA;USA: San_Diego,California;USA;CA;Corvus brachyrhynchos;Bird;tissue;15-09-2009;0.05;30.5;16.1
OQ721135;USA;USA: Sacramento, California;USA;CA;Aphelocoma californica;Bird;tissue;27-09-2009;0.19;32.9;14.6
MH507952;USA;USA: San_Diego,California;USA;CA;Corvus brachyrhynchos;Bird;tissue;29-09-2009;0.05;30.5;16.1
MH507958;USA;USA: San_Diego,California;USA;CA;Corvus brachyrhynchos;Bird;tissue;30-09-2009;0.05;30.5;16.1
OQ721411;USA;USA: San Diego, California;USA;CA;Corvus brachyrhynchos;Bird;tissue;30-09-2009;0.05;30.5;16.1
OQ721379;USA;USA: Sacramento, California;USA;CA;Aphelocoma californica;Bird;tissue;02-10-2009;2.77;23.4;10
MH507959;USA;USA: San_Diego,California;USA;CA;Corvus brachyrhynchos;Bird;tissue;09-10-2009;0.08;24.1;10.2
OQ721395;USA;USA: San Diego, California;USA;CA;Corvus brachyrhynchos;Bird;tissue;22-10-2009;0.08;24.1;10.2
OQ721346;USA;USA: San Diego, California;USA;CA;Corvus brachyrhynchos;Bird;tissue;09-12-2009;3.33;16;4.9
MH507999;USA;USA: Bakersfield,California;USA;CA;Culex quinquefasciatus;Culicidae;pooled insects;15-06-2010;0;33.1;17.7
MH508000;USA;USA: Bakersfield,California;USA;CA;Culex quinquefasciatus;Culicidae;pooled insects;25-06-2010;0;33.1;17.7
MH508001;USA;USA: Bakersfield,California;USA;CA;Culex quinquefasciatus;Culicidae;pooled insects;29-06-2010;0;33.1;17.7
MH508002;USA;USA: Bakersfield,California;USA;CA;Culex tarsalis;Culicidae;pooled insects;01-07-2010;0;36.6;21.2
MH508003;USA;USA: Bakersfield,California;USA;CA;Culex tarsalis;Culicidae;pooled insects;01-07-2010;0;36.6;21.2
OQ721231;USA;USA: Sacramento, California;USA;CA;Corvus brachyrhynchos;Bird;tissue;02-07-2010;0;33.3;14.3
MH507865;USA;USA: Bakersfield,California;USA;CA;Passer domesticus;Bird;tissue;06-07-2010;0;36.6;21.2
MH508004;USA;USA: Bakersfield,California;USA;CA;Culex quinquefasciatus;Culicidae;pooled insects;08-07-2010;0;36.6;21.2
MH508005;USA;USA: Bakersfield,California;USA;CA;Culex quinquefasciatus;Culicidae;pooled insects;08-07-2010;0;36.6;21.2
MH508006;USA;USA: Bakersfield,California;USA;CA;Culex quinquefasciatus;Culicidae;pooled insects;09-07-2010;0;36.6;21.2
MH508007;USA;USA: Bakersfield,California;USA;CA;Culex quinquefasciatus;Culicidae;pooled insects;09-07-2010;0;36.6;21.2
OQ721623;USA;USA: Sacramento, California;USA;CA;Corvus brachyrhynchos;Bird;tissue;09-07-2010;0;33.3;14.3
OQ721709;USA;USA: Sacramento, California;USA;CA;;;tissue;09-07-2010;0;33.3;14.3
OQ721784;USA;USA: Sacramento, California;USA;CA;Culex tarsalis;Culicidae;pooled insects;09-07-2010;0;33.3;14.3
MH507866;USA;USA: Bakersfield,California;USA;CA;Aphelocoma californica;Bird;tissue;12-07-2010;0;36.6;21.2
OQ721335;USA;USA: Sacramento, California;USA;CA;Culex tarsalis;Culicidae;pooled insects;13-07-2010;0;33.3;14.3
MH507867;USA;USA: Bakersfield,California;USA;CA;Aphelocoma californica;Bird;tissue;19-07-2010;0;36.6;21.2
MH507868;USA;USA: Bakersfield,California;USA;CA;Aves;Bird;tissue;22-07-2010;0;36.6;21.2
MH507869;USA;USA: Bakersfield,California;USA;CA;Passer domesticus;Bird;tissue;22-07-2010;0;36.6;21.2
MH507870;USA;USA: Bakersfield,California;USA;CA;Haemorhous mexicanus;Bird;tissue;23-07-2010;0;36.6;21.2
OQ721143;USA;USA: Sacramento, California;USA;CA;Culex tarsalis;Culicidae;pooled insects;24-07-2010;0;33.3;14.3
MH507871;USA;USA: Bakersfield,California;USA;CA;Passer domesticus;Bird;tissue;26-07-2010;0;36.6;21.2
MH507872;USA;USA: Bakersfield,California;USA;CA;Aphelocoma californica;Bird;tissue;26-07-2010;0;36.6;21.2
MH507873;USA;USA: Bakersfield,California;USA;CA;Aphelocoma californica;Bird;tissue;28-07-2010;0;36.6;21.2
MH508008;USA;USA: Bakersfield,California;USA;CA;Culex quinquefasciatus;Culicidae;pooled insects;28-07-2010;0;36.6;21.2
OQ721206;USA;USA: Sacramento, California;USA;CA;Corvus brachyrhynchos;Bird;tissue;02-08-2010;0;31.6;13.4
KY782115;USA;USA: Illinois, West Chicago suburbs;USA;IL;;;;04-08-2010;2.74;25.5;17.7
KY782116;USA;USA: Illinois, West Chicago suburbs;USA;IL;;Culicidae;;12-08-2010;2.74;25.5;17.7
KY782117;USA;USA: Illinois, West Chicago suburbs;USA;IL;;Culicidae;;18-08-2010;2.74;25.5;17.7
MH508009;USA;USA: Arvin,California;USA;CA;Culex tarsalis;Culicidae;pooled insects;18-08-2010;;;
KX547568;USA;USA: Albany Co., NY;USA;NY;Corvus brachyrhynchos;Bird;;20-08-2010;3.32;26.8;15.6
KY782118;USA;USA: Illinois, West Chicago suburbs;USA;IL;;Culicidae;;20-08-2010;2.74;25.5;17.7
KY782108;USA;USA: Illinois, West Chicago suburbs;USA;IL;Turdus migratorius;;;24-08-2010;2.74;25.5;17.7
KY782119;USA;USA: Illinois, West Chicago suburbs;USA;IL;;Culicidae;;25-08-2010;2.74;25.5;17.7
MH508010;USA;USA: Arvin,California;USA;CA;Culex tarsalis;Culicidae;pooled insects;25-08-2010;;;
KY782120;USA;USA: Illinois, West Chicago suburbs;USA;IL;;Culicidae;;01-09-2010;2.28;13.6;6.4
KY782121;USA;USA: Illinois, West Chicago suburbs;USA;IL;;Culicidae;;01-09-2010;2.28;13.6;6.4
KY782122;USA;USA: Illinois, West Chicago suburbs;USA;IL;;Culicidae;;03-09-2010;2.28;13.6;6.4
OQ721265;USA;USA: Sacramento, California;USA;CA;Aphelocoma californica;Bird;tissue;12-09-2010;0.02;31.5;13.9
OQ721679;USA;USA: Sacramento, California;USA;CA;Corvus brachyrhynchos;Bird;tissue;17-09-2010;0.02;31.5;13.9
OQ721742;USA;USA: Sacramento, California;USA;CA;Corvus brachyrhynchos;Bird;tissue;22-09-2010;0.02;31.5;13.9
KY782123;USA;USA: Illinois, West Chicago suburbs;USA;IL;;Culicidae;;24-09-2010;2.28;13.6;6.4
OQ721308;USA;USA: Sacramento, California;USA;CA;Culex pipiens;Culicidae;pooled insects;05-10-2010;2.29;24.6;11.7
OQ721272;USA;USA: Sacramento, California;USA;CA;Culex pipiens;Culicidae;pooled insects;13-10-2010;2.29;24.6;11.7
MH508014;USA;USA: Bakersfield,California;USA;CA;Culex tarsalis;Culicidae;pooled insects;08-06-2011;0.08;32.2;16.8
MH507874;USA;USA: Bakersfield,California;USA;CA;Passer domesticus;Bird;tissue;17-06-2011;0.08;32.2;16.8
MH507875;USA;USA: Bakersfield,California;USA;CA;Passer domesticus;Bird;tissue;17-06-2011;0.08;32.2;16.8
KJ433827;Turkey;MERSIN and Adana, Turkey;Turkey;;Equus caballus;Horse;;01-07-2011;0.03;30.9;26.6
KJ433828;Turkey;MERSIN and Adana, Turkey;Turkey;;Equus caballus;Horse;;01-07-2011;0.03;30.9;26.6
KJ433829;Turkey;MERSIN and Adana, Turkey;Turkey;;Equus caballus;Horse;;01-07-2011;0.03;30.9;26.6
KJ433830;Turkey;MERSIN and Adana, Turkey;Turkey;;Equus caballus;Horse;;01-07-2011;0.03;30.9;26.6
KJ433833;Turkey;MERSIN and Adana, Turkey;Turkey;;Equus caballus;Horse;;01-07-2011;0.03;30.9;26.6
KJ433834;Turkey;MERSIN and Adana, Turkey;Turkey;;Equus caballus;Horse;;01-07-2011;0.03;30.9;26.6
KJ433835;Turkey;MERSIN and Adana, Turkey;Turkey;;Equus caballus;Horse;;01-07-2011;0.03;30.9;26.6
MH508015;USA;USA: Bakersfield,California;USA;CA;Culex tarsalis;Culicidae;pooled insects;07-07-2011;0;36.5;21
MH508017;USA;USA: Bakersfield,California;USA;CA;Culex tarsalis;Culicidae;pooled insects;13-07-2011;0;36.5;21
MH508018;USA;USA: Bakersfield,California;USA;CA;Culex tarsalis;Culicidae;pooled insects;13-07-2011;0;36.5;21
MH508019;USA;USA: Bakersfield,California;USA;CA;Culex tarsalis;Culicidae;pooled insects;13-07-2011;0;36.5;21
MH508020;USA;USA: Bakersfield,California;USA;CA;Culex tarsalis;Culicidae;pooled insects;13-07-2011;0;36.5;21
MH508021;USA;USA: Bakersfield,California;USA;CA;Culex tarsalis;Culicidae;pooled insects;13-07-2011;0;36.5;21
MH508022;USA;USA: Bakersfield,California;USA;CA;Culex quinquefasciatus;Culicidae;pooled insects;15-07-2011;0;36.5;21
OQ721470;USA;USA: Sacramento, California;USA;CA;Culex tarsalis;Culicidae;pooled insects;22-07-2011;0;32.5;15.5
MH508023;USA;USA: Bakersfield,California;USA;CA;Culex quinquefasciatus;Culicidae;pooled insects;27-07-2011;0;36.5;21
MH508024;USA;USA: Arvin,California;USA;CA;Culex tarsalis;Culicidae;pooled insects;04-08-2011;0;37.1;19.2
MH508025;USA;USA: Arvin,California;USA;CA;Culex tarsalis;Culicidae;pooled insects;04-08-2011;0;37.1;19.2
MH507876;USA;USA: Bakersfield,California;USA;CA;Aphelocoma californica;Bird;tissue;05-08-2011;0;36.7;20.1
MH507877;USA;USA: Bakersfield,California;USA;CA;Aphelocoma californica;Bird;tissue;08-08-2011;0;36.7;20.1
MH507878;USA;USA: Bakersfield,California;USA;CA;Aphelocoma californica;Bird;tissue;08-08-2011;0;36.7;20.1
OQ721833;USA;USA: Sacramento, California;USA;CA;Culex tarsalis;Culicidae;pooled insects;09-08-2011;0;33.3;14.4
MH508026;USA;USA: Arvin,California;USA;CA;Culex tarsalis;Culicidae;pooled insects;18-08-2011;0;37.1;19.2
OQ721167;USA;USA: Sacramento, California;USA;CA;Corvus brachyrhynchos;Bird;tissue;18-08-2011;0;33.3;14.4
OQ721322;USA;USA: Sacramento, California;USA;CA;Culex tarsalis;Culicidae;pooled insects;18-08-2011;0;33.3;14.4
OQ721691;USA;USA: Sacramento, California;USA;CA;Corvus brachyrhynchos;Bird;tissue;20-08-2011;0;33.3;14.4
OQ721196;USA;USA: Sacramento, California;USA;CA;Mimus polyglottos;Bird;tissue;23-08-2011;0;33.3;14.4
OQ721712;USA;USA: Sacramento, California;USA;CA;Corvus brachyrhynchos;Bird;tissue;24-08-2011;0;33.3;14.4
OQ721592;USA;USA: Sacramento, California;USA;CA;Culex tarsalis;Culicidae;pooled insects;25-08-2011;0;33.3;14.4
OQ721113;USA;USA: Sacramento, California;USA;CA;Corvus brachyrhynchos;Bird;tissue;29-08-2011;0;33.3;14.4
OQ721316;USA;USA: Sacramento, California;USA;CA;Culex tarsalis;Culicidae;pooled insects;31-08-2011;0;33.3;14.4
KJ433838;Turkey;MERSIN, Turkey;Turkey;;Culex pipiens ;Culicidae;;01-09-2011;0.66;31.1;25.4
KJ433839;Turkey;MERSIN, Turkey;Turkey;;Culex pipiens ;Culicidae;;01-09-2011;0.66;31.1;25.4
KJ433840;Turkey;MERSIN, Turkey;Turkey;;Culex pipiens ;Culicidae;;01-09-2011;0.66;31.1;25.4
OQ721494;USA;USA: Sacramento, California;USA;CA;Corvus brachyrhynchos;Bird;tissue;02-09-2011;0;33.1;14.6
OQ721312;USA;USA: Sacramento, California;USA;CA;Corvus brachyrhynchos;Bird;tissue;06-09-2011;0;33.1;14.6
OQ721241;USA;USA: Sacramento, California;USA;CA;Culex tarsalis;Culicidae;pooled insects;08-09-2011;0;33.1;14.6
OQ721363;USA;USA: Sacramento, California;USA;CA;Culex pipiens;Culicidae;pooled insects;23-09-2011;0;33.1;14.6
MH507879;USA;USA: Bakersfield,California;USA;CA;Passer domesticus;Bird;tissue;17-11-2011;0.76;17.5;6.2
OQ721313;USA;USA: Sacramento, California;USA;CA;Corvus brachyrhynchos;Bird;tissue;28-05-2012;0.05;28.5;11.4
OQ721115;USA;USA: Sacramento, California;USA;CA;Aphelocoma californica;Bird;tissue;07-06-2012;0.06;30.9;13.6
OQ721852;USA;USA: Sacramento, California;USA;CA;Culex pipiens;Culicidae;pooled insects;07-06-2012;0.06;30.9;13.6
MH507880;USA;USA: Bakersfield,California;USA;CA;Aphelocoma californica;Bird;tissue;08-06-2012;0;33.1;17.4
MH507881;USA;USA: Bakersfield,California;USA;CA;Euphagus cyanocephalus;Bird;tissue;10-06-2012;0;33.1;17.4
MH507882;USA;USA: Bakersfield,California;USA;CA;Falco sparverius;Bird;tissue;13-06-2012;0;33.1;17.4
OQ721556;USA;USA: Sacramento, California;USA;CA;Corvus brachyrhynchos;Bird;tissue;13-06-2012;0.06;30.9;13.6
OQ721247;USA;USA: Sacramento, California;USA;CA;Culex tarsalis;Culicidae;pooled insects;14-06-2012;0.06;30.9;13.6
OQ721355;USA;USA: Sacramento, California;USA;CA;;;tissue;15-06-2012;0.06;30.9;13.6
MH507883;USA;USA: Bakersfield,California;USA;CA;Aphelocoma californica;Bird;tissue;18-06-2012;0;33.1;17.4
MH508027;USA;USA: Bakersfield,California;USA;CA;Culex quinquefasciatus;Culicidae;pooled insects;19-06-2012;0;33.1;17.4
OQ721836;USA;USA: Sacramento, California;USA;CA;Culex tarsalis;Culicidae;pooled insects;21-06-2012;0.06;30.9;13.6
OQ721796;USA;USA: Sacramento, California;USA;CA;Corvus brachyrhynchos;Bird;tissue;23-06-2012;0.06;30.9;13.6
MH507884;USA;USA: Bakersfield,California;USA;CA;Corvus brachyrhynchos;Bird;tissue;24-06-2012;0;33.1;17.4
OQ721783;USA;USA: Sacramento, California;USA;CA;Aphelocoma californica;Bird;tissue;28-06-2012;0.06;30.9;13.6
KJ433831;Turkey;MERSIN and Adana, Turkey;Turkey;;Equus caballus;Horse;;01-07-2012;0.02;32.4;27.1
KJ433836;Turkey;MERSIN and Adana, Turkey;Turkey;;Equus caballus;Horse;;01-07-2012;0.03;30.9;26.6
MH508028;USA;USA: Bakersfield,California;USA;CA;Culex quinquefasciatus;Culicidae;pooled insects;02-07-2012;0.02;36.2;20.5
OQ721491;USA;USA: Sacramento, California;USA;CA;;;tissue;02-07-2012;0.02;33.6;14.8
KC290932;Turkey;Eastern Thrace, Turkey;Turkey;;Homo sapiens;Human;;05-07-2012;0.05;34.1;21.3
KC290933;Turkey;Eastern Thrace, Turkey;Turkey;;Homo sapiens;Human;;05-07-2012;0.05;34.1;21.3
KC290934;Turkey;Eastern Thrace, Turkey;Turkey;;Ochlerotatus caspius;Culicidae;;05-07-2012;0.05;34.1;21.3
KC290935;Turkey;Eastern Thrace, Turkey;Turkey;;Culex pipiens;Culicidae;;05-07-2012;0.05;34.1;21.3
KC290936;Turkey;Eastern Thrace, Turkey;Turkey;;Ochlerotatus caspius;Culicidae;;05-07-2012;0.05;34.1;21.3
KC290937;Turkey;Eastern Thrace, Turkey;Turkey;;Ochlerotatus caspius;Culicidae;;05-07-2012;0.05;34.1;21.3
KC290938;Turkey;Eastern Thrace, Turkey;Turkey;;Ochlerotatus caspius;Culicidae;;05-07-2012;0.05;34.1;21.3
KC290939;Turkey;Eastern Thrace, Turkey;Turkey;;Ochlerotatus caspius;Culicidae;;05-07-2012;0.05;34.1;21.3
KC290940;Turkey;Eastern Thrace, Turkey;Turkey;;Ochlerotatus caspius;Culicidae;;05-07-2012;0.05;34.1;21.3
KC290941;Turkey;Eastern Thrace, Turkey;Turkey;;Ochlerotatus caspius;Culicidae;;05-07-2012;0.05;34.1;21.3
KC290942;Turkey;Eastern Thrace, Turkey;Turkey;;Culex pipiens;Culicidae;;05-07-2012;0.05;34.1;21.3
KF437832;Turkey;Turkey;Turkey;;Homo sapiens;Human;;09-07-2012;0.02;32.4;27.1
MH507885;USA;USA: Bakersfield,California;USA;CA;Haemorhous mexicanus;Bird;tissue;09-07-2012;0.02;36.2;20.5
MH507886;USA;USA: Bakersfield,California;USA;CA;Corvus brachyrhynchos;Bird;tissue;10-07-2012;0.02;36.2;20.5
OQ721802;USA;USA: Sacramento, California;USA;CA;Culex tarsalis;Culicidae;pooled insects;12-07-2012;0.02;33.6;14.8
KY782105;USA;USA: Illinois, West Chicago suburbs;USA;IL;Turdus migratorius;Bird;;18-07-2012;3.75;32.9;22.2
MH508029;USA;USA: Bakersfield,California;USA;CA;Culex tarsalis;Culicidae;pooled insects;18-07-2012;0.02;36.2;20.5
MH508030;USA;USA: Bakersfield,California;USA;CA;Culex quinquefasciatus;Culicidae;pooled insects;19-07-2012;0.02;36.2;20.5
KY782106;USA;USA: Illinois, West Chicago suburbs;USA;IL;Spinus tristis;Bird;;25-07-2012;3.75;32.9;22.2
OQ721187;USA;USA: Kern, California;USA;CA;Corvus brachyrhynchos;Bird;tissue;31-07-2012;;;
OQ721587;USA;USA: Sacramento, California;USA;CA;Culex tarsalis;Culicidae;pooled insects;31-07-2012;0.02;33.6;14.8
KJ433832;Turkey;MERSIN, Turkey;Turkey;;Homo sapiens;Human;;01-08-2012;0.67;36.9;
KY782107;USA;USA: Illinois, West Chicago suburbs;USA;IL;Poecile atricapillus;Bird;;01-08-2012;5.07;28.9;18.1
KC466019;Turkey;Eastern Thrace, Turkey;Turkey;;Homo sapiens;Human;;08-08-2012;0.15;33.2;19.8
