Accession;Org_location;Geo_Location;Country;USA;Host;Host family;Tissue_Specimen_Source;Collection_Date;Total Monthly Precipitation;Monthly Maximum Temperature;Monthly Minimum Temperature
OZ201520;USA;USA:Connecticut;USA;CT;Culex pipiens;Culicidae;;21-08-2019;4.29;27.5;15.9
OZ201742;USA;USA:Connecticut;USA;CT;Culex pipiens;Culicidae;;21-08-2019;4.29;27.5;15.9
OZ201525;USA;USA:Connecticut;USA;CT;Culex pipiens;Culicidae;;22-08-2019;4.29;27.5;15.9
OZ201528;USA;USA:Connecticut;USA;CT;Culex pipiens;Culicidae;;22-08-2019;4.29;27.5;15.9
OZ201633;USA;USA:Connecticut;USA;CT;Culex pipiens;Culicidae;;22-08-2019;4.29;27.5;15.9
OZ201707;USA;USA:Connecticut;USA;CT;Culex pipiens;Culicidae;;22-08-2019;4.29;27.5;15.9
OZ201522;USA;USA:Connecticut;USA;CT;Culex pipiens;Culicidae;;27-08-2019;4.29;27.5;15.9
OZ201531;USA;USA:Connecticut;USA;CT;Culex pipiens;Culicidae;;27-08-2019;4.29;27.5;15.9
OZ201625;USA;USA:Connecticut;USA;CT;Culex pipiens;Culicidae;;27-08-2019;4.29;27.5;15.9
OZ201527;USA;USA:Connecticut;USA;CT;Culex pipiens;Culicidae;;29-08-2019;4.29;27.5;15.9
OZ201741;USA;USA:Connecticut;USA;CT;Culex pipiens;Culicidae;;29-08-2019;4.29;27.5;15.9
OZ201365;USA;USA:Connecticut;USA;CT;Culex pipiens;Culicidae;;03-09-2019;1.89;23.9;11.5
OZ201569;USA;USA:Connecticut;USA;CT;Culex pipiens;Culicidae;;03-09-2019;1.89;23.9;11.5
OZ201565;USA;USA:Connecticut;USA;CT;Culex pipiens;Culicidae;;04-09-2019;1.89;23.9;11.5
OZ201351;USA;USA:Connecticut;USA;CT;Culex pipiens;Culicidae;;05-09-2019;1.89;23.9;11.5
OZ201345;USA;USA:Connecticut;USA;CT;Culex pipiens;Culicidae;;10-09-2019;1.89;23.9;11.5
OZ201353;USA;USA:Connecticut;USA;CT;Culex pipiens;Culicidae;;11-09-2019;1.89;23.9;11.5
OZ201629;USA;USA:Connecticut;USA;CT;Culex pipiens;Culicidae;;11-09-2019;1.89;23.9;11.5
OZ201313;USA;USA:Connecticut;USA;CT;Culex pipiens;Culicidae;;12-09-2019;1.89;23.9;11.5
OZ201620;USA;USA:Connecticut;USA;CT;Culex pipiens;Culicidae;;12-09-2019;1.89;23.9;11.5
OZ201639;USA;USA:Connecticut;USA;CT;Culex pipiens;Culicidae;;12-09-2019;1.89;23.9;11.5
OZ201470;USA;USA:Connecticut;USA;CT;Culex pipiens;Culicidae;;16-09-2019;1.89;23.9;11.5
OZ201913;USA;USA:Connecticut;USA;CT;Culex pipiens;Culicidae;;23-09-2019;1.89;23.9;11.5
OZ201762;USA;USA:Connecticut;USA;CT;Culex pipiens;Culicidae;;24-09-2019;1.89;23.9;11.5
OZ201915;USA;USA:Connecticut;USA;CT;Culex pipiens;Culicidae;;24-09-2019;1.89;23.9;11.5
OQ721328;USA;USA: Larimer, Colorado;USA;CO;Culex pipiens;Culicidae;pooled insects;22-07-2013;1.91;29.9;15.2
OQ721621;USA;USA: Larimer, Colorado;USA;CO;Culex pipiens;Culicidae;pooled insects;22-07-2013;1.91;29.9;15.2
OQ721495;USA;USA: Larimer, Colorado;USA;CO;Culex pipiens;Culicidae;pooled insects;05-08-2013;0.57;30.4;14.2
OQ721521;USA;USA: Larimer, Colorado;USA;CO;Culex pipiens;Culicidae;pooled insects;12-08-2013;0.57;30.4;14.2
OQ721729;USA;USA: Larimer, Colorado;USA;CO;Culex pipiens;Culicidae;pooled insects;12-08-2013;0.57;30.4;14.2
OQ721154;USA;USA: Larimer, Colorado;USA;CO;Culex pipiens;Culicidae;pooled insects;26-08-2013;0.57;30.4;14.2
OQ721738;USA;USA: Larimer, Colorado;USA;CO;Culex pipiens;Culicidae;pooled insects;26-08-2013;0.57;30.4;14.2
OQ721787;USA;USA: Larimer, Colorado;USA;CO;Culex pipiens;Culicidae;pooled insects;26-08-2013;0.57;30.4;14.2
OQ721846;USA;USA: Larimer, Colorado;USA;CO;Culex pipiens;Culicidae;pooled insects;26-08-2013;0.57;30.4;14.2
OQ721137;USA;USA: Larimer, Colorado;USA;CO;Culex pipiens;Culicidae;pooled insects;11-08-2014;0.59;28.7;13.3
OQ721515;USA;USA: Larimer, Colorado;USA;CO;Culex pipiens;Culicidae;pooled insects;11-08-2014;0.59;28.7;13.3
OQ721559;USA;USA: Larimer, Colorado;USA;CO;Culex pipiens;Culicidae;pooled insects;11-08-2014;0.59;28.7;13.3
OQ721564;USA;USA: Larimer, Colorado;USA;CO;Culex pipiens;Culicidae;pooled insects;11-08-2014;0.59;28.7;13.3
OQ721439;USA;USA: Larimer, Colorado;USA;CO;Culex pipiens;Culicidae;pooled insects;18-08-2014;0.59;28.7;13.3
OQ721698;USA;USA: Larimer, Colorado;USA;CO;Culex pipiens;Culicidae;pooled insects;18-08-2014;0.59;28.7;13.3
OQ721365;USA;USA: Larimer, Colorado;USA;CO;Culex pipiens;Culicidae;pooled insects;29-06-2015;1.15;;
MK251052;Turkey;Northern Anatolia, Turkey;Turkey;;Culex pipiens;Culicidae;;22-06-2017;2.76;24.5;14.5
MF361269;Turkey;Aegean Region, Turkey;Turkey;;Culex pipiens;Culicidae;;14-06-2016;0.78;32.3;16.3
KC290935;Turkey;Eastern Thrace, Turkey;Turkey;;Culex pipiens;Culicidae;;05-07-2012;0.05;34.1;21.3
KC290942;Turkey;Eastern Thrace, Turkey;Turkey;;Culex pipiens;Culicidae;;05-07-2012;0.05;34.1;21.3
OP810566;Germany;Germany: Thuringia;Germany;;Culex pipiens;Culicidae;;29-07-2021;3.86;23.2;12.9
OP810567;Germany;Germany: Thuringia;Germany;;Culex pipiens;Culicidae;;29-07-2021;3.86;23.2;12.9
OQ725906;Germany;Germany: Thuringia;Germany;;Culex pipiens;Culicidae;;25-07-2022;0.93;25.8;12.8
OQ725907;Germany;Germany: Thuringia;Germany;;Culex pipiens;Culicidae;;25-07-2022;0.93;25.8;12.8
KU958168;Turkey;Kirklareli, Thrace, Turkey;Turkey;;Culex pipiens;Culicidae;;03-08-2015;0.67;32.5;21.9
KJ433838;Turkey;MERSIN, Turkey;Turkey;;Culex pipiens;Culicidae;;01-09-2011;0.66;31.1;25.4
KJ433840;Turkey;MERSIN, Turkey;Turkey;;Culex pipiens;Culicidae;;01-09-2011;0.66;31.1;25.4
MW160840;Austria;Austria: Vienna International Airport;Austria;;Culex pipiens;Culicidae;;08-08-2018;1.9;30.2;17.9
MW160841;Austria;Austria: Vienna International Airport;Austria;;Culex pipiens;Culicidae;;08-08-2018;1.9;30.2;17.9
MW160842;Austria;Austria: Vienna International Airport;Austria;;Culex pipiens;Culicidae;;01-08-2018;1.9;30.2;17.9
MW160843;Austria;Austria: Vienna International Airport;Austria;;Culex pipiens;Culicidae;;29-08-2018;1.9;30.2;17.9
MW160844;Austria;Austria: Vienna International Airport;Austria;;Culex pipiens;Culicidae;;29-08-2018;1.9;30.2;17.9
MW160845;Austria;Austria: Vienna International Airport;Austria;;Culex pipiens;Culicidae;;29-08-2018;1.9;30.2;17.9
MH507621;USA;USA: San_Diego,California;USA;CA;Culex quinquefasciatus;Culicidae;pooled insects;31-10-2014;0;27.3;13.1
OQ721220;USA;USA: San Diego, California;USA;CA;Culex quinquefasciatus;Culicidae;pooled insects;07-11-2014;0.69;22.1;9
OQ721538;USA;USA: San Diego, California;USA;CA;Culex quinquefasciatus;Culicidae;pooled insects;21-08-2015;0.02;31.4;18.1
OQ721280;USA;USA: San Diego, California;USA;CA;Culex quinquefasciatus;Culicidae;pooled insects;20-10-2015;0.64;26.4;14.4
OQ721670;USA;USA: San Diego, California;USA;CA;Culex quinquefasciatus;Culicidae;pooled insects;13-11-2015;1.15;20.1;7
MH507892;USA;USA: Arvin,California;USA;CA;Culex quinquefasciatus;Culicidae;pooled insects;05-08-2004;;;
MH507893;USA;USA: Arvin,California;USA;CA;Culex quinquefasciatus;Culicidae;pooled insects;05-08-2004;;;
MH507895;USA;USA: Arvin,California;USA;CA;Culex quinquefasciatus;Culicidae;pooled insects;11-08-2004;;;
MH507938;USA;USA: Arvin,California;USA;CA;Culex quinquefasciatus;Culicidae;pooled insects;15-08-2007;;;
MH507996;USA;USA: Arvin,California;USA;CA;Culex quinquefasciatus;Culicidae;pooled insects;30-07-2009;;;
MH507891;USA;USA: Bakersfield,California;USA;CA;Culex quinquefasciatus;Culicidae;pooled insects;05-08-2004;0;35.3;20.6
MH507894;USA;USA: Bakersfield,California;USA;CA;Culex quinquefasciatus;Culicidae;pooled insects;10-08-2004;0;35.3;20.6
MH507896;USA;USA: Bakersfield,California;USA;CA;Culex quinquefasciatus;Culicidae;pooled insects;11-08-2004;0;35.3;20.6
MH507901;USA;USA: Bakersfield,California;USA;CA;Culex quinquefasciatus;Culicidae;pooled insects;13-08-2004;0;35.3;20.6
MH507902;USA;USA: Bakersfield,California;USA;CA;Culex quinquefasciatus;Culicidae;pooled insects;13-08-2004;0;35.3;20.6
MH507903;USA;USA: Bakersfield,California;USA;CA;Culex quinquefasciatus;Culicidae;pooled insects;21-09-2004;0;32.5;16.9
MH507904;USA;USA: Bakersfield,California;USA;CA;Culex quinquefasciatus;Culicidae;pooled insects;23-09-2004;0;32.5;16.9
MH507906;USA;USA: Bakersfield,California;USA;CA;Culex quinquefasciatus;Culicidae;pooled insects;01-07-2005;0;38.4;23.3
MH507907;USA;USA: Bakersfield,California;USA;CA;Culex quinquefasciatus;Culicidae;pooled insects;01-07-2005;0;38.4;23.3
MH507908;USA;USA: Bakersfield,California;USA;CA;Culex quinquefasciatus;Culicidae;pooled insects;01-07-2005;0;38.4;23.3
MH507912;USA;USA: Bakersfield,California;USA;CA;Culex quinquefasciatus;Culicidae;pooled insects;14-07-2005;0;38.4;23.3
MH507913;USA;USA: Bakersfield,California;USA;CA;Culex quinquefasciatus;Culicidae;pooled insects;14-07-2005;0;38.4;23.3
MH507914;USA;USA: Bakersfield,California;USA;CA;Culex quinquefasciatus;Culicidae;pooled insects;14-07-2005;0;38.4;23.3
MH507920;USA;USA: Bakersfield,California;USA;CA;Culex quinquefasciatus;Culicidae;pooled insects;14-07-2006;0;38.4;23.7
MH507921;USA;USA: Bakersfield,California;USA;CA;Culex quinquefasciatus;Culicidae;pooled insects;21-07-2006;0;38.4;23.7
MH507922;USA;USA: Bakersfield,California;USA;CA;Culex quinquefasciatus;Culicidae;pooled insects;21-07-2006;0;38.4;23.7
MH507923;USA;USA: Bakersfield,California;USA;CA;Culex quinquefasciatus;Culicidae;pooled insects;21-07-2006;0;38.4;23.7
MH507924;USA;USA: Bakersfield,California;USA;CA;Culex quinquefasciatus;Culicidae;pooled insects;21-07-2006;0;38.4;23.7
MH507925;USA;USA: Bakersfield,California;USA;CA;Culex quinquefasciatus;Culicidae;pooled insects;21-07-2006;0;38.4;23.7
MH507926;USA;USA: Bakersfield,California;USA;CA;Culex quinquefasciatus;Culicidae;pooled insects;21-07-2006;0;38.4;23.7
MH507927;USA;USA: Bakersfield,California;USA;CA;Culex quinquefasciatus;Culicidae;pooled insects;04-08-2006;0;34.8;19.7
MH507928;USA;USA: Bakersfield,California;USA;CA;Culex quinquefasciatus;Culicidae;pooled insects;04-08-2006;0;34.8;19.7
MH507929;USA;USA: Bakersfield,California;USA;CA;Culex quinquefasciatus;Culicidae;pooled insects;04-08-2006;0;34.8;19.7
MH507930;USA;USA: Bakersfield,California;USA;CA;Culex quinquefasciatus;Culicidae;pooled insects;04-08-2006;0;34.8;19.7
MH507933;USA;USA: Bakersfield,California;USA;CA;Culex quinquefasciatus;Culicidae;pooled insects;08-06-2007;0;33.6;18.5
MH507934;USA;USA: Bakersfield,California;USA;CA;Culex quinquefasciatus;Culicidae;pooled insects;15-06-2007;0;33.6;18.5
MH507935;USA;USA: Bakersfield,California;USA;CA;Culex quinquefasciatus;Culicidae;pooled insects;22-06-2007;0;33.6;18.5
MH507936;USA;USA: Bakersfield,California;USA;CA;Culex quinquefasciatus;Culicidae;pooled insects;03-08-2007;0;35.6;21.1
MH507937;USA;USA: Bakersfield,California;USA;CA;Culex quinquefasciatus;Culicidae;pooled insects;03-08-2007;0;35.6;21.1
MH507939;USA;USA: Bakersfield,California;USA;CA;Culex quinquefasciatus;Culicidae;pooled insects;15-08-2007;0;35.6;21.1
MH507941;USA;USA: Bakersfield,California;USA;CA;Culex quinquefasciatus;Culicidae;pooled insects;15-08-2007;0;35.6;21.1
MH507942;USA;USA: Bakersfield,California;USA;CA;Culex quinquefasciatus;Culicidae;pooled insects;15-08-2007;0;35.6;21.1
MH507943;USA;USA: Bakersfield,California;USA;CA;Culex quinquefasciatus;Culicidae;pooled insects;15-08-2007;0;35.6;21.1
MH507944;USA;USA: Bakersfield,California;USA;CA;Culex quinquefasciatus;Culicidae;pooled insects;17-08-2007;0;35.6;21.1
EF631151;USA;USA: Illinois, Cook County;USA;IL;Culex restuans;Culicidae;;29-07-2005;2.26;24.7;15
GU386758;Italy;USA: Illinois, Cook County;USA;IL;Culex restuans;Culicidae;;13-06-2006;3.14;27.2;17.2
OQ721122;USA;USA: Cook, Illinois;USA;IL;Culex restuans;Culicidae;pooled insects;16-08-2018;5.07;28.9;18.1
OQ721168;USA;USA: Cook, Illinois;USA;IL;Culex restuans;Culicidae;pooled insects;12-07-2018;2.63;28.8;19.5
OQ721311;USA;USA: Cook, Illinois;USA;IL;Culex restuans;Culicidae;pooled insects;16-08-2018;4.51;29.3;19.8
OQ721320;USA;USA: Cook, Illinois;USA;IL;Culex restuans;Culicidae;pooled insects;19-07-2018;2.63;28.8;19.5
OQ721381;USA;USA: Cook, Illinois;USA;IL;Culex restuans;Culicidae;pooled insects;19-07-2018;2.63;28.8;19.5
OQ721385;USA;USA: Cook, Illinois;USA;IL;Culex restuans;Culicidae;pooled insects;09-08-2018;4.51;29.3;19.8
OQ721517;USA;USA: Cook, Illinois;USA;IL;Culex restuans;Culicidae;pooled insects;12-07-2018;2.63;28.8;19.5
OQ721591;USA;USA: Cook, Illinois;USA;IL;Culex restuans;Culicidae;pooled insects;09-08-2018;4.51;29.3;19.8
OQ721595;USA;USA: Cook, Illinois;USA;IL;Culex restuans;Culicidae;pooled insects;12-07-2018;2.63;28.8;19.5
OQ721633;USA;USA: Cook, Illinois;USA;IL;Culex restuans;Culicidae;pooled insects;16-08-2018;4.51;29.3;19.8
OQ721744;USA;USA: Cook, Illinois;USA;IL;Culex restuans;Culicidae;pooled insects;12-07-2018;2.63;28.8;19.5
OQ721768;USA;USA: Cook, Illinois;USA;IL;Culex restuans;Culicidae;pooled insects;26-07-2018;2.63;28.8;19.5
OQ721790;USA;USA: Cook, Illinois;USA;IL;Culex restuans;Culicidae;pooled insects;26-07-2018;2.63;28.8;19.5
OQ721806;USA;USA: Cook, Illinois;USA;IL;Culex restuans;Culicidae;pooled insects;12-07-2018;2.63;28.8;19.5
OQ721826;USA;USA: Cook, Illinois;USA;IL;Culex restuans;Culicidae;pooled insects;26-07-2018;2.63;28.8;19.5
OZ201902;USA;USA:Connecticut;USA;CT;Culex restuans;Culicidae;;27-07-2016;3.37;29.6;17.7
OZ201638;USA;USA:Connecticut;USA;CT;Culex restuans;Culicidae;;08-08-2016;3.98;29.3;17.7
OZ201604;USA;USA:Connecticut;USA;CT;Culex restuans;Culicidae;;09-08-2016;3.98;29.3;17.7
OZ201381;USA;USA:Connecticut;USA;CT;Culex restuans;Culicidae;;10-08-2016;3.98;29.3;17.7
OZ201496;USA;USA:Connecticut;USA;CT;Culex restuans;Culicidae;;22-08-2016;3.98;29.3;17.7
OZ201867;USA;USA:Connecticut;USA;CT;Culex restuans;Culicidae;;23-08-2016;3.98;29.3;17.7
OZ201749;USA;USA:Connecticut;USA;CT;Culex restuans;Culicidae;;29-08-2016;3.98;29.3;17.7
OZ201343;USA;USA:Connecticut;USA;CT;Culex restuans;Culicidae;;03-08-2017;2.67;26.6;15.2
OZ201779;USA;USA:Connecticut;USA;CT;Culex restuans;Culicidae;;07-08-2017;2.67;26.6;15.2
OZ201782;USA;USA:Connecticut;USA;CT;Culex restuans;Culicidae;;08-08-2017;2.67;26.6;15.2
OZ201787;USA;USA:Connecticut;USA;CT;Culex restuans;Culicidae;;09-08-2017;2.67;26.6;15.2
OZ201823;USA;USA:Connecticut;USA;CT;Culex restuans;Culicidae;;21-08-2017;2.67;26.6;15.2
OZ201832;USA;USA:Connecticut;USA;CT;Culex restuans;Culicidae;;22-08-2017;2.67;26.6;15.2
OZ201603;USA;USA:Connecticut;USA;CT;Culex restuans;Culicidae;;24-08-2017;2.67;26.6;15.2
OZ201745;USA;USA:Connecticut;USA;CT;Culex restuans;Culicidae;;28-08-2017;2.67;26.6;15.2
OZ201383;USA;USA:Connecticut;USA;CT;Culex restuans;Culicidae;;31-08-2017;2.67;26.6;15.2
OZ201387;USA;USA:Connecticut;USA;CT;Culex restuans;Culicidae;;31-08-2017;2.67;26.6;15.2
OZ201861;USA;USA:Connecticut;USA;CT;Culex restuans;Culicidae;;31-08-2017;2.67;26.6;15.2
OZ201362;USA;USA:Connecticut;USA;CT;Culex restuans;Culicidae;;18-06-2018;3.98;24.8;13.4
OZ201357;USA;USA:Connecticut;USA;CT;Culex restuans;Culicidae;;19-06-2018;3.98;24.8;13.4
OZ201871;USA;USA:Connecticut;USA;CT;Culex restuans;Culicidae;;09-07-2018;5.25;29;17.9
OZ201308;USA;USA:Connecticut;USA;CT;Culex restuans;Culicidae;;18-07-2018;5.25;29;17.9
OZ201314;USA;USA:Connecticut;USA;CT;Culex restuans;Culicidae;;18-07-2018;5.25;29;17.9
OZ201316;USA;USA:Connecticut;USA;CT;Culex restuans;Culicidae;;18-07-2018;5.25;29;17.9
OZ201676;USA;USA:Connecticut;USA;CT;Culex restuans;Culicidae;;18-07-2018;5.25;29;17.9
OZ201679;USA;USA:Connecticut;USA;CT;Culex restuans;Culicidae;;19-07-2018;5.25;29;17.9
OZ201674;USA;USA:Connecticut;USA;CT;Culex restuans;Culicidae;;23-07-2018;5.25;29;17.9
OZ201775;USA;USA:Connecticut;USA;CT;Culex restuans;Culicidae;;23-07-2018;5.25;29;17.9
OZ201780;USA;USA:Connecticut;USA;CT;Culex restuans;Culicidae;;23-07-2018;5.25;29;17.9
OZ201770;USA;USA:Connecticut;USA;CT;Culex restuans;Culicidae;;24-07-2018;5.25;29;17.9
OZ201884;USA;USA:Connecticut;USA;CT;Culex restuans;Culicidae;;24-07-2018;5.25;29;17.9
OZ201500;USA;USA:Connecticut;USA;CT;Culex restuans;Culicidae;;26-07-2018;5.25;29;17.9
OZ201521;USA;USA:Connecticut;USA;CT;Culex restuans;Culicidae;;26-07-2018;5.25;29;17.9
OZ201482;USA;USA:Connecticut;USA;CT;Culex restuans;Culicidae;;31-07-2018;5.25;29;17.9
OZ201692;USA;USA:Connecticut;USA;CT;Culex restuans;Culicidae;;31-07-2018;5.25;29;17.9
OZ201495;USA;USA:Connecticut;USA;CT;Culex restuans;Culicidae;;01-08-2018;5.8;28.6;18.9
OZ201606;USA;USA:Connecticut;USA;CT;Culex restuans;Culicidae;;01-08-2018;5.8;28.6;18.9
OZ201810;USA;USA:Connecticut;USA;CT;Culex restuans;Culicidae;;01-08-2018;5.8;28.6;18.9
OZ201811;USA;USA:Connecticut;USA;CT;Culex restuans;Culicidae;;01-08-2018;5.8;28.6;18.9
OZ201426;USA;USA:Connecticut;USA;CT;Culex restuans;Culicidae;;02-08-2018;5.8;28.6;18.9
OZ201665;USA;USA:Connecticut;USA;CT;Culex restuans;Culicidae;;02-08-2018;5.8;28.6;18.9
OZ201677;USA;USA:Connecticut;USA;CT;Culex restuans;Culicidae;;02-08-2018;5.8;28.6;18.9
OZ201748;USA;USA:Connecticut;USA;CT;Culex restuans;Culicidae;;06-08-2018;5.8;28.6;18.9
OZ201344;USA;USA:Connecticut;USA;CT;Culex restuans;Culicidae;;08-08-2018;5.8;28.6;18.9
OZ201540;USA;USA:Connecticut;USA;CT;Culex restuans;Culicidae;;08-08-2018;5.8;28.6;18.9
OZ201550;USA;USA:Connecticut;USA;CT;Culex restuans;Culicidae;;08-08-2018;5.8;28.6;18.9
OZ201881;USA;USA:Connecticut;USA;CT;Culex restuans;Culicidae;;08-08-2018;5.8;28.6;18.9
OZ201544;USA;USA:Connecticut;USA;CT;Culex restuans;Culicidae;;09-08-2018;5.8;28.6;18.9
OZ201557;USA;USA:Connecticut;USA;CT;Culex restuans;Culicidae;;09-08-2018;5.8;28.6;18.9
OZ201319;USA;USA:Connecticut;USA;CT;Culex restuans;Culicidae;;13-08-2018;5.8;28.6;18.9
OZ201561;USA;USA:Connecticut;USA;CT;Culex restuans;Culicidae;;14-08-2018;5.8;28.6;18.9
OZ201819;USA;USA:Connecticut;USA;CT;Culex restuans;Culicidae;;14-08-2018;5.8;28.6;18.9
OZ201833;USA;USA:Connecticut;USA;CT;Culex restuans;Culicidae;;14-08-2018;5.8;28.6;18.9
OZ201656;USA;USA:Connecticut;USA;CT;Culex restuans;Culicidae;;15-08-2018;5.8;28.6;18.9
OZ201566;USA;USA:Connecticut;USA;CT;Culex restuans;Culicidae;;05-09-2019;1.89;23.9;11.5
OZ201863;USA;USA:Connecticut;USA;CT;Culex salinarius;Culicidae;;22-08-2016;3.98;29.3;17.7
OZ201767;USA;USA:Connecticut;USA;CT;Culex salinarius;Culicidae;;27-07-2017;4.51;27.5;16.8
OZ201654;USA;USA:Connecticut;USA;CT;Culex salinarius;Culicidae;;02-08-2017;2.67;26.6;15.2
OZ201778;USA;USA:Connecticut;USA;CT;Culex salinarius;Culicidae;;02-08-2017;2.67;26.6;15.2
OZ201783;USA;USA:Connecticut;USA;CT;Culex salinarius;Culicidae;;02-08-2017;2.67;26.6;15.2
OZ201388;USA;USA:Connecticut;USA;CT;Culex salinarius;Culicidae;;15-08-2017;2.67;26.6;15.2
OZ201486;USA;USA:Connecticut;USA;CT;Culex salinarius;Culicidae;;15-08-2017;2.67;26.6;15.2
OZ201831;USA;USA:Connecticut;USA;CT;Culex salinarius;Culicidae;;16-08-2017;2.67;26.6;15.2
OZ201920;USA;USA:Connecticut;USA;CT;Culex salinarius;Culicidae;;23-08-2017;2.67;26.6;15.2
OZ201555;USA;USA:Connecticut;USA;CT;Culex salinarius;Culicidae;;28-08-2017;2.67;26.6;15.2
OZ201397;USA;USA:Connecticut;USA;CT;Culex salinarius;Culicidae;;31-08-2017;2.67;26.6;15.2
OZ201350;USA;USA:Connecticut;USA;CT;Culex salinarius;Culicidae;;09-07-2018;5.25;29;17.9
OZ201349;USA;USA:Connecticut;USA;CT;Culex salinarius;Culicidae;;10-07-2018;5.25;29;17.9
OZ201306;USA;USA:Connecticut;USA;CT;Culex salinarius;Culicidae;;12-07-2018;5.25;29;17.9
OZ201310;USA;USA:Connecticut;USA;CT;Culex salinarius;Culicidae;;12-07-2018;5.25;29;17.9
OZ201312;USA;USA:Connecticut;USA;CT;Culex salinarius;Culicidae;;12-07-2018;5.25;29;17.9
OZ201322;USA;USA:Connecticut;USA;CT;Culex salinarius;Culicidae;;18-07-2018;5.25;29;17.9
OZ201648;USA;USA:Connecticut;USA;CT;Culex salinarius;Culicidae;;18-07-2018;5.25;29;17.9
OZ201673;USA;USA:Connecticut;USA;CT;Culex salinarius;Culicidae;;18-07-2018;5.25;29;17.9
OZ201772;USA;USA:Connecticut;USA;CT;Culex salinarius;Culicidae;;24-07-2018;5.25;29;17.9
OZ201488;USA;USA:Connecticut;USA;CT;Culex salinarius;Culicidae;;31-07-2018;5.25;29;17.9
OZ201688;USA;USA:Connecticut;USA;CT;Culex salinarius;Culicidae;;31-07-2018;5.25;29;17.9
OZ201691;USA;USA:Connecticut;USA;CT;Culex salinarius;Culicidae;;31-07-2018;5.25;29;17.9
OZ201587;USA;USA:Connecticut;USA;CT;Culex salinarius;Culicidae;;06-08-2018;5.8;28.6;18.9
OZ201554;USA;USA:Connecticut;USA;CT;Culex salinarius;Culicidae;;13-08-2018;5.8;28.6;18.9
OZ201556;USA;USA:Connecticut;USA;CT;Culex salinarius;Culicidae;;14-08-2018;5.8;28.6;18.9
OZ201662;USA;USA:Connecticut;USA;CT;Culex salinarius;Culicidae;;14-08-2018;5.8;28.6;18.9
OZ201841;USA;USA:Connecticut;USA;CT;Culex salinarius;Culicidae;;20-08-2018;5.8;28.6;18.9
OQ721830;USA;USA: Sacramento, California;USA;CA;Culex tarsalis;Culicidae;pooled insects;23-07-2004;0;33.6;15.6
OQ721488;USA;USA: Sacramento, California;USA;CA;Culex tarsalis;Culicidae;pooled insects;06-08-2004;0;33.6;15.7
OQ721697;USA;USA: Sacramento, California;USA;CA;Culex tarsalis;Culicidae;pooled insects;11-08-2004;0;33.6;15.7
OQ721119;USA;USA: Sacramento, California;USA;CA;Culex tarsalis;Culicidae;pooled insects;17-09-2004;0.48;31.4;13.6
OQ721155;USA;USA: Sacramento, California;USA;CA;Culex tarsalis;Culicidae;pooled insects;08-10-2004;2.85;23.5;10.5
OQ721643;USA;USA: Sacramento, California;USA;CA;Culex tarsalis;Culicidae;pooled insects;12-07-2005;0;36.3;17.2
OQ721693;USA;USA: Sacramento, California;USA;CA;Culex tarsalis;Culicidae;pooled insects;12-07-2005;0;36.3;17.2
OQ721831;USA;USA: Sacramento, California;USA;CA;Culex tarsalis;Culicidae;pooled insects;30-07-2005;0;36.3;17.2
OQ721291;USA;USA: Sacramento, California;USA;CA;Culex tarsalis;Culicidae;pooled insects;05-08-2005;0;34.9;15.7
OQ721678;USA;USA: Sacramento, California;USA;CA;Culex tarsalis;Culicidae;pooled insects;01-08-2006;0;32.4;14.2
OQ721723;USA;USA: Sacramento, California;USA;CA;Culex tarsalis;Culicidae;pooled insects;10-08-2006;0;32.4;14.2
OQ721847;USA;USA: Sacramento, California;USA;CA;Culex tarsalis;Culicidae;pooled insects;06-07-2007;0;33.7;15.6
OQ721406;USA;USA: Sacramento, California;USA;CA;Culex tarsalis;Culicidae;pooled insects;13-07-2007;0;33.7;15.6
OQ721177;USA;USA: Sacramento, California;USA;CA;Culex tarsalis;Culicidae;pooled insects;28-07-2007;0;33.7;15.6
OQ721345;USA;USA: Sacramento, California;USA;CA;Culex tarsalis;Culicidae;pooled insects;31-07-2007;0;33.7;15.6
OQ721535;USA;USA: Sacramento, California;USA;CA;Culex tarsalis;Culicidae;pooled insects;09-08-2007;0;33.8;15.7
OQ721660;USA;USA: Sacramento, California;USA;CA;Culex tarsalis;Culicidae;pooled insects;24-07-2008;0;33.8;15.4
OQ721800;USA;USA: Sacramento, California;USA;CA;Culex tarsalis;Culicidae;pooled insects;12-08-2008;0;34.3;15.6
OQ721201;USA;USA: Sacramento, California;USA;CA;Culex tarsalis;Culicidae;pooled insects;19-08-2008;0;34.3;15.6
OQ721172;USA;USA: Sacramento, California;USA;CA;Culex tarsalis;Culicidae;pooled insects;09-07-2009;0;34.1;14.8
OQ721190;USA;USA: Sacramento, California;USA;CA;Culex tarsalis;Culicidae;pooled insects;14-07-2009;0;34.1;14.8
OQ721829;USA;USA: Sacramento, California;USA;CA;Culex tarsalis;Culicidae;pooled insects;13-08-2009;0;33.4;14.9
OQ721451;USA;USA: Sacramento, California;USA;CA;Culex tarsalis;Culicidae;pooled insects;20-08-2009;0;33.4;14.9
OQ721533;USA;USA: Sacramento, California;USA;CA;Culex tarsalis;Culicidae;pooled insects;20-08-2009;0;33.4;14.9
OQ721266;USA;USA: Sacramento, California;USA;CA;Culex tarsalis;Culicidae;pooled insects;09-09-2009;0.19;32.9;14.6
