Accession;Organism_Name;GenBank_RefSeq;Assembly;Org_location;Release_Date;Isolate;Species;Length;Nuc_Completeness;Geo_Location;Country;USA;Host;Tissue_Specimen_Source;Collection_Date
HA063302;West Nile virus;GenBank;set:HA063302;;2009-05-23;;Orthoflavivirus nilense;17;partial;;;;;;
HA063303;West Nile virus;GenBank;set:HA063303;;2009-05-23;;Orthoflavivirus nilense;17;partial;;;;;;
HA063304;West Nile virus;GenBank;set:HA063304;;2009-05-23;;Orthoflavivirus nilense;17;partial;;;;;;
HA063305;West Nile virus;GenBank;set:HA063305;;2009-05-23;;Orthoflavivirus nilense;17;partial;;;;;;
HA063306;West Nile virus;GenBank;set:HA063306;;2009-05-23;;Orthoflavivirus nilense;17;partial;;;;;;
HA063307;West Nile virus;GenBank;set:HA063307;;2009-05-23;;Orthoflavivirus nilense;17;partial;;;;;;
HA063308;West Nile virus;GenBank;set:HA063308;;2009-05-23;;Orthoflavivirus nilense;17;partial;;;;;;
HA063309;West Nile virus;GenBank;set:HA063309;;2009-05-23;;Orthoflavivirus nilense;17;partial;;;;;;
HA063310;West Nile virus;GenBank;set:HA063310;;2009-05-23;;Orthoflavivirus nilense;17;partial;;;;;;
HA063311;West Nile virus;GenBank;set:HA063311;;2009-05-23;;Orthoflavivirus nilense;17;partial;;;;;;
HA063312;West Nile virus;GenBank;set:HA063312;;2009-05-23;;Orthoflavivirus nilense;17;partial;;;;;;
HA063313;West Nile virus;GenBank;set:HA063313;;2009-05-23;;Orthoflavivirus nilense;17;partial;;;;;;
HA063314;West Nile virus;GenBank;set:HA063314;;2009-05-23;;Orthoflavivirus nilense;17;partial;;;;;;
HA063315;West Nile virus;GenBank;set:HA063315;;2009-05-23;;Orthoflavivirus nilense;17;partial;;;;;;
HA063316;West Nile virus;GenBank;set:HA063316;;2009-05-23;;Orthoflavivirus nilense;17;partial;;;;;;
HA063317;West Nile virus;GenBank;set:HA063317;;2009-05-23;;Orthoflavivirus nilense;17;partial;;;;;;
HA063318;West Nile virus;GenBank;set:HA063318;;2009-05-23;;Orthoflavivirus nilense;17;partial;;;;;;
HA063319;West Nile virus;GenBank;set:HA063319;;2009-05-23;;Orthoflavivirus nilense;17;partial;;;;;;
HA063320;West Nile virus;GenBank;set:HA063320;;2009-05-23;;Orthoflavivirus nilense;17;partial;;;;;;
HA063321;West Nile virus;GenBank;set:HA063321;;2009-05-23;;Orthoflavivirus nilense;17;partial;;;;;;
HA063322;West Nile virus;GenBank;set:HA063322;;2009-05-23;;Orthoflavivirus nilense;17;partial;;;;;;
HA063323;West Nile virus;GenBank;set:HA063323;;2009-05-23;;Orthoflavivirus nilense;17;partial;;;;;;
HA063324;West Nile virus;GenBank;set:HA063324;;2009-05-23;;Orthoflavivirus nilense;17;partial;;;;;;
HA063325;West Nile virus;GenBank;set:HA063325;;2009-05-23;;Orthoflavivirus nilense;17;partial;;;;;;
HA063326;West Nile virus;GenBank;set:HA063326;;2009-05-23;;Orthoflavivirus nilense;17;partial;;;;;;
HA063327;West Nile virus;GenBank;set:HA063327;;2009-05-23;;Orthoflavivirus nilense;17;partial;;;;;;
HA063328;West Nile virus;GenBank;set:HA063328;;2009-05-23;;Orthoflavivirus nilense;17;partial;;;;;;
HA063329;West Nile virus;GenBank;set:HA063329;;2009-05-23;;Orthoflavivirus nilense;17;partial;;;;;;
HA063330;West Nile virus;GenBank;set:HA063330;;2009-05-23;;Orthoflavivirus nilense;17;partial;;;;;;
HA063331;West Nile virus;GenBank;set:HA063331;;2009-05-23;;Orthoflavivirus nilense;17;partial;;;;;;
HA063332;West Nile virus;GenBank;set:HA063332;;2009-05-23;;Orthoflavivirus nilense;17;partial;;;;;;
HA063333;West Nile virus;GenBank;set:HA063333;;2009-05-23;;Orthoflavivirus nilense;17;partial;;;;;;
HA063334;West Nile virus;GenBank;set:HA063334;;2009-05-23;;Orthoflavivirus nilense;17;partial;;;;;;
HA063335;West Nile virus;GenBank;set:HA063335;;2009-05-23;;Orthoflavivirus nilense;17;partial;;;;;;
HA063336;West Nile virus;GenBank;set:HA063336;;2009-05-23;;Orthoflavivirus nilense;17;partial;;;;;;
HA063337;West Nile virus;GenBank;set:HA063337;;2009-05-23;;Orthoflavivirus nilense;17;partial;;;;;;
HA063338;West Nile virus;GenBank;set:HA063338;;2009-05-23;;Orthoflavivirus nilense;17;partial;;;;;;
HA063339;West Nile virus;GenBank;set:HA063339;;2009-05-23;;Orthoflavivirus nilense;17;partial;;;;;;
HA063340;West Nile virus;GenBank;set:HA063340;;2009-05-23;;Orthoflavivirus nilense;17;partial;;;;;;
HA063341;West Nile virus;GenBank;set:HA063341;;2009-05-23;;Orthoflavivirus nilense;17;partial;;;;;;
HA063342;West Nile virus;GenBank;set:HA063342;;2009-05-23;;Orthoflavivirus nilense;17;partial;;;;;;
HA063343;West Nile virus;GenBank;set:HA063343;;2009-05-23;;Orthoflavivirus nilense;17;partial;;;;;;
HA063344;West Nile virus;GenBank;set:HA063344;;2009-05-23;;Orthoflavivirus nilense;17;partial;;;;;;
HA063345;West Nile virus;GenBank;set:HA063345;;2009-05-23;;Orthoflavivirus nilense;17;partial;;;;;;
HA063346;West Nile virus;GenBank;set:HA063346;;2009-05-23;;Orthoflavivirus nilense;17;partial;;;;;;
HA063347;West Nile virus;GenBank;set:HA063347;;2009-05-23;;Orthoflavivirus nilense;17;partial;;;;;;
HA063348;West Nile virus;GenBank;set:HA063348;;2009-05-23;;Orthoflavivirus nilense;17;partial;;;;;;
HA063349;West Nile virus;GenBank;set:HA063349;;2009-05-23;;Orthoflavivirus nilense;17;partial;;;;;;
HA063350;West Nile virus;GenBank;set:HA063350;;2009-05-23;;Orthoflavivirus nilense;17;partial;;;;;;
HA063351;West Nile virus;GenBank;set:HA063351;;2009-05-23;;Orthoflavivirus nilense;17;partial;;;;;;
HA063352;West Nile virus;GenBank;set:HA063352;;2009-05-23;;Orthoflavivirus nilense;17;partial;;;;;;
HA063353;West Nile virus;GenBank;set:HA063353;;2009-05-23;;Orthoflavivirus nilense;17;partial;;;;;;
HA063354;West Nile virus;GenBank;set:HA063354;;2009-05-23;;Orthoflavivirus nilense;17;partial;;;;;;
HA063355;West Nile virus;GenBank;set:HA063355;;2009-05-23;;Orthoflavivirus nilense;17;partial;;;;;;
HA063356;West Nile virus;GenBank;set:HA063356;;2009-05-23;;Orthoflavivirus nilense;17;partial;;;;;;
HA063357;West Nile virus;GenBank;set:HA063357;;2009-05-23;;Orthoflavivirus nilense;17;partial;;;;;;
HA063358;West Nile virus;GenBank;set:HA063358;;2009-05-23;;Orthoflavivirus nilense;17;partial;;;;;;
HA063359;West Nile virus;GenBank;set:HA063359;;2009-05-23;;Orthoflavivirus nilense;17;partial;;;;;;
HA063360;West Nile virus;GenBank;set:HA063360;;2009-05-23;;Orthoflavivirus nilense;17;partial;;;;;;
HA063361;West Nile virus;GenBank;set:HA063361;;2009-05-23;;Orthoflavivirus nilense;17;partial;;;;;;
HA063362;West Nile virus;GenBank;set:HA063362;;2009-05-23;;Orthoflavivirus nilense;17;partial;;;;;;
HA063363;West Nile virus;GenBank;set:HA063363;;2009-05-23;;Orthoflavivirus nilense;17;partial;;;;;;
HA063364;West Nile virus;GenBank;set:HA063364;;2009-05-23;;Orthoflavivirus nilense;17;partial;;;;;;
HA063365;West Nile virus;GenBank;set:HA063365;;2009-05-23;;Orthoflavivirus nilense;17;partial;;;;;;
HA063366;West Nile virus;GenBank;set:HA063366;;2009-05-23;;Orthoflavivirus nilense;17;partial;;;;;;
HA063367;West Nile virus;GenBank;set:HA063367;;2009-05-23;;Orthoflavivirus nilense;17;partial;;;;;;
HA063368;West Nile virus;GenBank;set:HA063368;;2009-05-23;;Orthoflavivirus nilense;17;partial;;;;;;
HA063369;West Nile virus;GenBank;set:HA063369;;2009-05-23;;Orthoflavivirus nilense;17;partial;;;;;;
HA063370;West Nile virus;GenBank;set:HA063370;;2009-05-23;;Orthoflavivirus nilense;17;partial;;;;;;
HA063371;West Nile virus;GenBank;set:HA063371;;2009-05-23;;Orthoflavivirus nilense;17;partial;;;;;;
HA063372;West Nile virus;GenBank;set:HA063372;;2009-05-23;;Orthoflavivirus nilense;17;partial;;;;;;
HA063373;West Nile virus;GenBank;set:HA063373;;2009-05-23;;Orthoflavivirus nilense;17;partial;;;;;;
HA063374;West Nile virus;GenBank;set:HA063374;;2009-05-23;;Orthoflavivirus nilense;17;partial;;;;;;
HA063375;West Nile virus;GenBank;set:HA063375;;2009-05-23;;Orthoflavivirus nilense;17;partial;;;;;;
HA063376;West Nile virus;GenBank;set:HA063376;;2009-05-23;;Orthoflavivirus nilense;17;partial;;;;;;
HA063377;West Nile virus;GenBank;set:HA063377;;2009-05-23;;Orthoflavivirus nilense;17;partial;;;;;;
HA063378;West Nile virus;GenBank;set:HA063378;;2009-05-23;;Orthoflavivirus nilense;17;partial;;;;;;
HA063379;West Nile virus;GenBank;set:HA063379;;2009-05-23;;Orthoflavivirus nilense;17;partial;;;;;;
HA063380;West Nile virus;GenBank;set:HA063380;;2009-05-23;;Orthoflavivirus nilense;17;partial;;;;;;
HA063381;West Nile virus;GenBank;set:HA063381;;2009-05-23;;Orthoflavivirus nilense;17;partial;;;;;;
HA063382;West Nile virus;GenBank;set:HA063382;;2009-05-23;;Orthoflavivirus nilense;17;partial;;;;;;
HA063383;West Nile virus;GenBank;set:HA063383;;2009-05-23;;Orthoflavivirus nilense;17;partial;;;;;;
HA063384;West Nile virus;GenBank;set:HA063384;;2009-05-23;;Orthoflavivirus nilense;17;partial;;;;;;
HA063385;West Nile virus;GenBank;set:HA063385;;2009-05-23;;Orthoflavivirus nilense;17;partial;;;;;;
HA063386;West Nile virus;GenBank;set:HA063386;;2009-05-23;;Orthoflavivirus nilense;17;partial;;;;;;
HA063387;West Nile virus;GenBank;set:HA063387;;2009-05-23;;Orthoflavivirus nilense;17;partial;;;;;;
HA063388;West Nile virus;GenBank;set:HA063388;;2009-05-23;;Orthoflavivirus nilense;17;partial;;;;;;
HA063389;West Nile virus;GenBank;set:HA063389;;2009-05-23;;Orthoflavivirus nilense;17;partial;;;;;;
HA063390;West Nile virus;GenBank;set:HA063390;;2009-05-23;;Orthoflavivirus nilense;17;partial;;;;;;
HA063391;West Nile virus;GenBank;set:HA063391;;2009-05-23;;Orthoflavivirus nilense;17;partial;;;;;;
HA063392;West Nile virus;GenBank;set:HA063392;;2009-05-23;;Orthoflavivirus nilense;17;partial;;;;;;
HA063393;West Nile virus;GenBank;set:HA063393;;2009-05-23;;Orthoflavivirus nilense;17;partial;;;;;;
HA063394;West Nile virus;GenBank;set:HA063394;;2009-05-23;;Orthoflavivirus nilense;17;partial;;;;;;
HA063395;West Nile virus;GenBank;set:HA063395;;2009-05-23;;Orthoflavivirus nilense;17;partial;;;;;;
HA063396;West Nile virus;GenBank;set:HA063396;;2009-05-23;;Orthoflavivirus nilense;17;partial;;;;;;
HA063397;West Nile virus;GenBank;set:HA063397;;2009-05-23;;Orthoflavivirus nilense;17;partial;;;;;;
HA063398;West Nile virus;GenBank;set:HA063398;;2009-05-23;;Orthoflavivirus nilense;17;partial;;;;;;
HA063399;West Nile virus;GenBank;set:HA063399;;2009-05-23;;Orthoflavivirus nilense;17;partial;;;;;;
HA063400;West Nile virus;GenBank;set:HA063400;;2009-05-23;;Orthoflavivirus nilense;17;partial;;;;;;
HA063401;West Nile virus;GenBank;set:HA063401;;2009-05-23;;Orthoflavivirus nilense;17;partial;;;;;;
HA063402;West Nile virus;GenBank;set:HA063402;;2009-05-23;;Orthoflavivirus nilense;17;partial;;;;;;
HA063403;West Nile virus;GenBank;set:HA063403;;2009-05-23;;Orthoflavivirus nilense;17;partial;;;;;;
HA063404;West Nile virus;GenBank;set:HA063404;;2009-05-23;;Orthoflavivirus nilense;17;partial;;;;;;
HA063405;West Nile virus;GenBank;set:HA063405;;2009-05-23;;Orthoflavivirus nilense;17;partial;;;;;;
HA063406;West Nile virus;GenBank;set:HA063406;;2009-05-23;;Orthoflavivirus nilense;17;partial;;;;;;
HA063407;West Nile virus;GenBank;set:HA063407;;2009-05-23;;Orthoflavivirus nilense;17;partial;;;;;;
HA063408;West Nile virus;GenBank;set:HA063408;;2009-05-23;;Orthoflavivirus nilense;17;partial;;;;;;
HA063409;West Nile virus;GenBank;set:HA063409;;2009-05-23;;Orthoflavivirus nilense;17;partial;;;;;;
HA063410;West Nile virus;GenBank;set:HA063410;;2009-05-23;;Orthoflavivirus nilense;17;partial;;;;;;
HA063411;West Nile virus;GenBank;set:HA063411;;2009-05-23;;Orthoflavivirus nilense;17;partial;;;;;;
HA063412;West Nile virus;GenBank;set:HA063412;;2009-05-23;;Orthoflavivirus nilense;17;partial;;;;;;
HA063413;West Nile virus;GenBank;set:HA063413;;2009-05-23;;Orthoflavivirus nilense;17;partial;;;;;;
HA063414;West Nile virus;GenBank;set:HA063414;;2009-05-23;;Orthoflavivirus nilense;17;partial;;;;;;
HA063415;West Nile virus;GenBank;set:HA063415;;2009-05-23;;Orthoflavivirus nilense;17;partial;;;;;;
HA063416;West Nile virus;GenBank;set:HA063416;;2009-05-23;;Orthoflavivirus nilense;17;partial;;;;;;
HA063417;West Nile virus;GenBank;set:HA063417;;2009-05-23;;Orthoflavivirus nilense;17;partial;;;;;;
HA063418;West Nile virus;GenBank;set:HA063418;;2009-05-23;;Orthoflavivirus nilense;17;partial;;;;;;
HA063419;West Nile virus;GenBank;set:HA063419;;2009-05-23;;Orthoflavivirus nilense;17;partial;;;;;;
HA063420;West Nile virus;GenBank;set:HA063420;;2009-05-23;;Orthoflavivirus nilense;17;partial;;;;;;
HA063421;West Nile virus;GenBank;set:HA063421;;2009-05-23;;Orthoflavivirus nilense;17;partial;;;;;;
HA063422;West Nile virus;GenBank;set:HA063422;;2009-05-23;;Orthoflavivirus nilense;17;partial;;;;;;
HA063423;West Nile virus;GenBank;set:HA063423;;2009-05-23;;Orthoflavivirus nilense;17;partial;;;;;;
HA063424;West Nile virus;GenBank;set:HA063424;;2009-05-23;;Orthoflavivirus nilense;17;partial;;;;;;
HA063425;West Nile virus;GenBank;set:HA063425;;2009-05-23;;Orthoflavivirus nilense;17;partial;;;;;;
HA063426;West Nile virus;GenBank;set:HA063426;;2009-05-23;;Orthoflavivirus nilense;17;partial;;;;;;
HA063427;West Nile virus;GenBank;set:HA063427;;2009-05-23;;Orthoflavivirus nilense;17;partial;;;;;;
HA063428;West Nile virus;GenBank;set:HA063428;;2009-05-23;;Orthoflavivirus nilense;17;partial;;;;;;
HA063429;West Nile virus;GenBank;set:HA063429;;2009-05-23;;Orthoflavivirus nilense;17;partial;;;;;;
HA063430;West Nile virus;GenBank;set:HA063430;;2009-05-23;;Orthoflavivirus nilense;17;partial;;;;;;
HA063431;West Nile virus;GenBank;set:HA063431;;2009-05-23;;Orthoflavivirus nilense;17;partial;;;;;;
HA063432;West Nile virus;GenBank;set:HA063432;;2009-05-23;;Orthoflavivirus nilense;17;partial;;;;;;
HA063433;West Nile virus;GenBank;set:HA063433;;2009-05-23;;Orthoflavivirus nilense;17;partial;;;;;;
HA063434;West Nile virus;GenBank;set:HA063434;;2009-05-23;;Orthoflavivirus nilense;17;partial;;;;;;
HA063435;West Nile virus;GenBank;set:HA063435;;2009-05-23;;Orthoflavivirus nilense;17;partial;;;;;;
HA063436;West Nile virus;GenBank;set:HA063436;;2009-05-23;;Orthoflavivirus nilense;17;partial;;;;;;
HA063437;West Nile virus;GenBank;set:HA063437;;2009-05-23;;Orthoflavivirus nilense;17;partial;;;;;;
HA063438;West Nile virus;GenBank;set:HA063438;;2009-05-23;;Orthoflavivirus nilense;17;partial;;;;;;
HA063439;West Nile virus;GenBank;set:HA063439;;2009-05-23;;Orthoflavivirus nilense;17;partial;;;;;;
HA063440;West Nile virus;GenBank;set:HA063440;;2009-05-23;;Orthoflavivirus nilense;17;partial;;;;;;
HA063441;West Nile virus;GenBank;set:HA063441;;2009-05-23;;Orthoflavivirus nilense;17;partial;;;;;;
HA063442;West Nile virus;GenBank;set:HA063442;;2009-05-23;;Orthoflavivirus nilense;17;partial;;;;;;
HA063443;West Nile virus;GenBank;set:HA063443;;2009-05-23;;Orthoflavivirus nilense;17;partial;;;;;;
HA063444;West Nile virus;GenBank;set:HA063444;;2009-05-23;;Orthoflavivirus nilense;17;partial;;;;;;
HA063445;West Nile virus;GenBank;set:HA063445;;2009-05-23;;Orthoflavivirus nilense;17;partial;;;;;;
HA063446;West Nile virus;GenBank;set:HA063446;;2009-05-23;;Orthoflavivirus nilense;17;partial;;;;;;
HA063447;West Nile virus;GenBank;set:HA063447;;2009-05-23;;Orthoflavivirus nilense;17;partial;;;;;;
HA063448;West Nile virus;GenBank;set:HA063448;;2009-05-23;;Orthoflavivirus nilense;17;partial;;;;;;
HA063449;West Nile virus;GenBank;set:HA063449;;2009-05-23;;Orthoflavivirus nilense;17;partial;;;;;;
HA063450;West Nile virus;GenBank;set:HA063450;;2009-05-23;;Orthoflavivirus nilense;17;partial;;;;;;
HA063451;West Nile virus;GenBank;set:HA063451;;2009-05-23;;Orthoflavivirus nilense;17;partial;;;;;;
HA063452;West Nile virus;GenBank;set:HA063452;;2009-05-23;;Orthoflavivirus nilense;17;partial;;;;;;
HA063453;West Nile virus;GenBank;set:HA063453;;2009-05-23;;Orthoflavivirus nilense;17;partial;;;;;;
HA063454;West Nile virus;GenBank;set:HA063454;;2009-05-23;;Orthoflavivirus nilense;17;partial;;;;;;
HA063455;West Nile virus;GenBank;set:HA063455;;2009-05-23;;Orthoflavivirus nilense;17;partial;;;;;;
HA063456;West Nile virus;GenBank;set:HA063456;;2009-05-23;;Orthoflavivirus nilense;17;partial;;;;;;
HA063457;West Nile virus;GenBank;set:HA063457;;2009-05-23;;Orthoflavivirus nilense;17;partial;;;;;;
HA063458;West Nile virus;GenBank;set:HA063458;;2009-05-23;;Orthoflavivirus nilense;17;partial;;;;;;
HA063459;West Nile virus;GenBank;set:HA063459;;2009-05-23;;Orthoflavivirus nilense;17;partial;;;;;;
HA063460;West Nile virus;GenBank;set:HA063460;;2009-05-23;;Orthoflavivirus nilense;17;partial;;;;;;
HA063461;West Nile virus;GenBank;set:HA063461;;2009-05-23;;Orthoflavivirus nilense;17;partial;;;;;;
HA063462;West Nile virus;GenBank;set:HA063462;;2009-05-23;;Orthoflavivirus nilense;17;partial;;;;;;
HA063463;West Nile virus;GenBank;set:HA063463;;2009-05-23;;Orthoflavivirus nilense;17;partial;;;;;;
HA063464;West Nile virus;GenBank;set:HA063464;;2009-05-23;;Orthoflavivirus nilense;17;partial;;;;;;
HA063465;West Nile virus;GenBank;set:HA063465;;2009-05-23;;Orthoflavivirus nilense;17;partial;;;;;;
HA063466;West Nile virus;GenBank;set:HA063466;;2009-05-23;;Orthoflavivirus nilense;17;partial;;;;;;
HA063467;West Nile virus;GenBank;set:HA063467;;2009-05-23;;Orthoflavivirus nilense;17;partial;;;;;;
HA063468;West Nile virus;GenBank;set:HA063468;;2009-05-23;;Orthoflavivirus nilense;17;partial;;;;;;
HA063469;West Nile virus;GenBank;set:HA063469;;2009-05-23;;Orthoflavivirus nilense;17;partial;;;;;;
HA063470;West Nile virus;GenBank;set:HA063470;;2009-05-23;;Orthoflavivirus nilense;17;partial;;;;;;
HA063471;West Nile virus;GenBank;set:HA063471;;2009-05-23;;Orthoflavivirus nilense;17;partial;;;;;;
HA063472;West Nile virus;GenBank;set:HA063472;;2009-05-23;;Orthoflavivirus nilense;17;partial;;;;;;
HA063473;West Nile virus;GenBank;set:HA063473;;2009-05-23;;Orthoflavivirus nilense;17;partial;;;;;;
HA063474;West Nile virus;GenBank;set:HA063474;;2009-05-23;;Orthoflavivirus nilense;17;partial;;;;;;
HA063475;West Nile virus;GenBank;set:HA063475;;2009-05-23;;Orthoflavivirus nilense;17;partial;;;;;;
HA063476;West Nile virus;GenBank;set:HA063476;;2009-05-23;;Orthoflavivirus nilense;17;partial;;;;;;
HA063477;West Nile virus;GenBank;set:HA063477;;2009-05-23;;Orthoflavivirus nilense;17;partial;;;;;;
HA063478;West Nile virus;GenBank;set:HA063478;;2009-05-23;;Orthoflavivirus nilense;17;partial;;;;;;
HA063479;West Nile virus;GenBank;set:HA063479;;2009-05-23;;Orthoflavivirus nilense;17;partial;;;;;;
HA063480;West Nile virus;GenBank;set:HA063480;;2009-05-23;;Orthoflavivirus nilense;17;partial;;;;;;
HA063481;West Nile virus;GenBank;set:HA063481;;2009-05-23;;Orthoflavivirus nilense;17;partial;;;;;;
HA063482;West Nile virus;GenBank;set:HA063482;;2009-05-23;;Orthoflavivirus nilense;17;partial;;;;;;
HA063483;West Nile virus;GenBank;set:HA063483;;2009-05-23;;Orthoflavivirus nilense;17;partial;;;;;;
HA063484;West Nile virus;GenBank;set:HA063484;;2009-05-23;;Orthoflavivirus nilense;17;partial;;;;;;
HA063485;West Nile virus;GenBank;set:HA063485;;2009-05-23;;Orthoflavivirus nilense;17;partial;;;;;;
HA063486;West Nile virus;GenBank;set:HA063486;;2009-05-23;;Orthoflavivirus nilense;17;partial;;;;;;
HA063487;West Nile virus;GenBank;set:HA063487;;2009-05-23;;Orthoflavivirus nilense;17;partial;;;;;;
HA063488;West Nile virus;GenBank;set:HA063488;;2009-05-23;;Orthoflavivirus nilense;17;partial;;;;;;
HA063489;West Nile virus;GenBank;set:HA063489;;2009-05-23;;Orthoflavivirus nilense;17;partial;;;;;;
HA063490;West Nile virus;GenBank;set:HA063490;;2009-05-23;;Orthoflavivirus nilense;17;partial;;;;;;
HA063491;West Nile virus;GenBank;set:HA063491;;2009-05-23;;Orthoflavivirus nilense;17;partial;;;;;;
HA063492;West Nile virus;GenBank;set:HA063492;;2009-05-23;;Orthoflavivirus nilense;17;partial;;;;;;
HA063493;West Nile virus;GenBank;set:HA063493;;2009-05-23;;Orthoflavivirus nilense;17;partial;;;;;;
HA063494;West Nile virus;GenBank;set:HA063494;;2009-05-23;;Orthoflavivirus nilense;17;partial;;;;;;
HA063495;West Nile virus;GenBank;set:HA063495;;2009-05-23;;Orthoflavivirus nilense;17;partial;;;;;;
HA063496;West Nile virus;GenBank;set:HA063496;;2009-05-23;;Orthoflavivirus nilense;17;partial;;;;;;
HA063497;West Nile virus;GenBank;set:HA063497;;2009-05-23;;Orthoflavivirus nilense;17;partial;;;;;;
HA063498;West Nile virus;GenBank;set:HA063498;;2009-05-23;;Orthoflavivirus nilense;17;partial;;;;;;
HA063499;West Nile virus;GenBank;set:HA063499;;2009-05-23;;Orthoflavivirus nilense;17;partial;;;;;;
HA063500;West Nile virus;GenBank;set:HA063500;;2009-05-23;;Orthoflavivirus nilense;17;partial;;;;;;
HA063501;West Nile virus;GenBank;set:HA063501;;2009-05-23;;Orthoflavivirus nilense;17;partial;;;;;;
HA063502;West Nile virus;GenBank;set:HA063502;;2009-05-23;;Orthoflavivirus nilense;17;partial;;;;;;
HA063503;West Nile virus;GenBank;set:HA063503;;2009-05-23;;Orthoflavivirus nilense;17;partial;;;;;;
HA063504;West Nile virus;GenBank;set:HA063504;;2009-05-23;;Orthoflavivirus nilense;17;partial;;;;;;
HA063505;West Nile virus;GenBank;set:HA063505;;2009-05-23;;Orthoflavivirus nilense;17;partial;;;;;;
HA063506;West Nile virus;GenBank;set:HA063506;;2009-05-23;;Orthoflavivirus nilense;17;partial;;;;;;
HA063507;West Nile virus;GenBank;set:HA063507;;2009-05-23;;Orthoflavivirus nilense;17;partial;;;;;;
HA063508;West Nile virus;GenBank;set:HA063508;;2009-05-23;;Orthoflavivirus nilense;17;partial;;;;;;
HA063509;West Nile virus;GenBank;set:HA063509;;2009-05-23;;Orthoflavivirus nilense;17;partial;;;;;;
HA063510;West Nile virus;GenBank;set:HA063510;;2009-05-23;;Orthoflavivirus nilense;17;partial;;;;;;
HA063511;West Nile virus;GenBank;set:HA063511;;2009-05-23;;Orthoflavivirus nilense;17;partial;;;;;;
HA063512;West Nile virus;GenBank;set:HA063512;;2009-05-23;;Orthoflavivirus nilense;17;partial;;;;;;
HA063513;West Nile virus;GenBank;set:HA063513;;2009-05-23;;Orthoflavivirus nilense;17;partial;;;;;;
HA063514;West Nile virus;GenBank;set:HA063514;;2009-05-23;;Orthoflavivirus nilense;17;partial;;;;;;
HA063515;West Nile virus;GenBank;set:HA063515;;2009-05-23;;Orthoflavivirus nilense;17;partial;;;;;;
HA063516;West Nile virus;GenBank;set:HA063516;;2009-05-23;;Orthoflavivirus nilense;17;partial;;;;;;
HA063517;West Nile virus;GenBank;set:HA063517;;2009-05-23;;Orthoflavivirus nilense;17;partial;;;;;;
HA063518;West Nile virus;GenBank;set:HA063518;;2009-05-23;;Orthoflavivirus nilense;17;partial;;;;;;
HA063519;West Nile virus;GenBank;set:HA063519;;2009-05-23;;Orthoflavivirus nilense;17;partial;;;;;;
HA063520;West Nile virus;GenBank;set:HA063520;;2009-05-23;;Orthoflavivirus nilense;17;partial;;;;;;
HA063521;West Nile virus;GenBank;set:HA063521;;2009-05-23;;Orthoflavivirus nilense;17;partial;;;;;;
HA063522;West Nile virus;GenBank;set:HA063522;;2009-05-23;;Orthoflavivirus nilense;17;partial;;;;;;
HA063523;West Nile virus;GenBank;set:HA063523;;2009-05-23;;Orthoflavivirus nilense;17;partial;;;;;;
HA063524;West Nile virus;GenBank;set:HA063524;;2009-05-23;;Orthoflavivirus nilense;17;partial;;;;;;
HA063525;West Nile virus;GenBank;set:HA063525;;2009-05-23;;Orthoflavivirus nilense;17;partial;;;;;;
HA063526;West Nile virus;GenBank;set:HA063526;;2009-05-23;;Orthoflavivirus nilense;17;partial;;;;;;
HA063527;West Nile virus;GenBank;set:HA063527;;2009-05-23;;Orthoflavivirus nilense;17;partial;;;;;;
HA063528;West Nile virus;GenBank;set:HA063528;;2009-05-23;;Orthoflavivirus nilense;17;partial;;;;;;
HA063529;West Nile virus;GenBank;set:HA063529;;2009-05-23;;Orthoflavivirus nilense;17;partial;;;;;;
HA063530;West Nile virus;GenBank;set:HA063530;;2009-05-23;;Orthoflavivirus nilense;17;partial;;;;;;
HA063531;West Nile virus;GenBank;set:HA063531;;2009-05-23;;Orthoflavivirus nilense;17;partial;;;;;;
HA063532;West Nile virus;GenBank;set:HA063532;;2009-05-23;;Orthoflavivirus nilense;17;partial;;;;;;
HA063533;West Nile virus;GenBank;set:HA063533;;2009-05-23;;Orthoflavivirus nilense;17;partial;;;;;;
HA063534;West Nile virus;GenBank;set:HA063534;;2009-05-23;;Orthoflavivirus nilense;17;partial;;;;;;
HA063535;West Nile virus;GenBank;set:HA063535;;2009-05-23;;Orthoflavivirus nilense;17;partial;;;;;;
HA063536;West Nile virus;GenBank;set:HA063536;;2009-05-23;;Orthoflavivirus nilense;17;partial;;;;;;
HA063537;West Nile virus;GenBank;set:HA063537;;2009-05-23;;Orthoflavivirus nilense;17;partial;;;;;;
HA063538;West Nile virus;GenBank;set:HA063538;;2009-05-23;;Orthoflavivirus nilense;17;partial;;;;;;
HA063539;West Nile virus;GenBank;set:HA063539;;2009-05-23;;Orthoflavivirus nilense;17;partial;;;;;;
HA063540;West Nile virus;GenBank;set:HA063540;;2009-05-23;;Orthoflavivirus nilense;17;partial;;;;;;
HA063541;West Nile virus;GenBank;set:HA063541;;2009-05-23;;Orthoflavivirus nilense;17;partial;;;;;;
HA063542;West Nile virus;GenBank;set:HA063542;;2009-05-23;;Orthoflavivirus nilense;17;partial;;;;;;
HA063543;West Nile virus;GenBank;set:HA063543;;2009-05-23;;Orthoflavivirus nilense;17;partial;;;;;;
HA063544;West Nile virus;GenBank;set:HA063544;;2009-05-23;;Orthoflavivirus nilense;17;partial;;;;;;
